seed,budget_id,client_id,modal_alpha,modal_frequency,median_alpha,percentile_5,percentile_95,instability
1,false_positive_0p020,SimpleHome_XCS7_1002_WHT_Security_Camera,0.020946632040383325,0.08,0.020946632040383325,0.007512494257056929,0.0252396485841266,0.92
1,false_positive_0p020,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.15,0.002306640176476789,0.0005190713408839703,0.03338389102617049,0.85
1,false_positive_0p020,Samsung_SNH_1011_N_Webcam,0.029482041553056,0.102,0.019684505248725052,0.011606788033885233,0.03137236462933982,0.898
2,false_positive_0p001,Danmini_Doorbell,0.00020435325068186532,0.418,0.0003060656568188345,0.00020435325068186532,0.000606319172389986,0.5820000000000001
2,false_positive_0p001,Ennio_Doorbell,0.0005190713408839703,0.182,0.0006451950121482159,0.000262023564680056,0.0011643757492860373,0.8180000000000001
2,false_positive_0p001,Ecobee_Thermostat,0.0007774278625536144,0.412,0.0011643757492860373,0.0007774278625536144,0.002306640176476789,0.5880000000000001
2,false_positive_0p001,Philips_B120N10_Baby_Monitor,0.0009663268605244831,0.08,0.0009367618628394448,0.0001,0.0012390329382863192,0.92
2,false_positive_0p001,Provision_PT_737E_Security_Camera,0.0002462354914284262,0.242,0.00032568990749704533,0.0001644059762524425,0.0006451950121482159,0.758
2,false_positive_0p001,Provision_PT_838_Security_Camera,0.001403014798522277,0.05,0.0012011244339814311,0.00015449979243554535,0.001917324169552069,0.95
2,false_positive_0p001,SimpleHome_XCS7_1002_WHT_Security_Camera,0.00021745592760409819,0.12,0.0007536422741614974,0.00021745592760409819,0.0018557347573939303,0.88
2,false_positive_0p001,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.424,0.0007774278625536144,0.0005190713408839703,0.0015400924857617558,0.5760000000000001
2,false_positive_0p001,Samsung_SNH_1011_N_Webcam,0.003454720383954872,0.112,0.0032465582724578485,0.00028762385363382593,0.004041773270884963,0.888
2,false_positive_0p0025,Danmini_Doorbell,0.00020435325068186532,0.456,0.0003060656568188345,0.00020435325068186532,0.0005190713408839703,0.544
2,false_positive_0p0025,Ennio_Doorbell,0.005505992973070277,0.148,0.005679766774033137,0.0044296733570729436,0.007059833406580807,0.852
2,false_positive_0p0025,Ecobee_Thermostat,0.0007774278625536144,0.378,0.0011643757492860373,0.0007774278625536144,0.001914303317860402,0.622
2,false_positive_0p0025,Philips_B120N10_Baby_Monitor,0.0009081014132155488,0.084,0.0009367618628394448,0.0006865634844764341,0.0012011244339814311,0.916
2,false_positive_0p0025,Provision_PT_737E_Security_Camera,0.0020370441982789467,0.074,0.0023794396938173435,0.0015400924857617558,0.003147229058161292,0.926
2,false_positive_0p0025,Provision_PT_838_Security_Camera,0.0020370441982789467,0.098,0.0017989581158167555,0.0012781378670897654,0.0023831945504052335,0.902
2,false_positive_0p0025,SimpleHome_XCS7_1002_WHT_Security_Camera,0.002611916279593795,0.094,0.002611916279593795,0.0018557347573939303,0.003563754284891536,0.906
2,false_positive_0p0025,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.39,0.0007774278625536144,0.0005190713408839703,0.0015400924857617558,0.61
2,false_positive_0p0025,Samsung_SNH_1011_N_Webcam,0.003454720383954872,0.098,0.003563754284891536,0.002611916279593795,0.004713694182164228,0.902
2,false_positive_0p005,Danmini_Doorbell,0.0003060656568188345,0.112,0.000606319172389986,0.00020435325068186532,0.005,0.888
2,false_positive_0p005,Ennio_Doorbell,0.005505992973070277,0.074,0.00684383614225036,0.004569477599477056,0.013557708855254222,0.926
2,false_positive_0p005,Ecobee_Thermostat,0.0007774278625536144,0.4,0.0011643757492860373,0.0007774278625536144,0.002306640176476789,0.6
2,false_positive_0p005,Philips_B120N10_Baby_Monitor,0.00850674771490929,0.038,0.005505992973070277,0.0016905629699686757,0.010250207408245643,0.962
2,false_positive_0p005,Provision_PT_737E_Security_Camera,0.003147229058161292,0.074,0.0028671063483278964,0.0018557347573939303,0.004569477599477056,0.926
2,false_positive_0p005,Provision_PT_838_Security_Camera,0.003563754284891536,0.09,0.003147229058161292,0.0017439185689487981,0.004162766037009365,0.91
2,false_positive_0p005,SimpleHome_XCS7_1002_WHT_Security_Camera,0.0023794396938173435,0.1,0.0026943505692708287,0.0018557347573939303,0.003563754284891536,0.9
2,false_positive_0p005,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.31,0.0007774278625536144,0.0005190713408839703,0.0015400924857617558,0.69
2,false_positive_0p005,Samsung_SNH_1011_N_Webcam,0.003454720383954872,0.112,0.0037922543007677272,0.0026943505692708287,0.010907427959462626,0.888
2,false_positive_0p010,Danmini_Doorbell,0.004862462362330365,0.128,0.004862462362330365,0.0036762293880767756,0.006234692705152413,0.872
2,false_positive_0p010,Ennio_Doorbell,0.013985601628028964,0.128,0.013142907562550378,0.009632587288454567,0.015376252369002665,0.872
2,false_positive_0p010,Ecobee_Thermostat,0.0007774278625536144,0.4,0.0011643757492860373,0.0007774278625536144,0.002306640176476789,0.6
2,false_positive_0p010,Philips_B120N10_Baby_Monitor,0.010907427959462626,0.152,0.010907427959462626,0.009052181499767073,0.012370479908662153,0.848
2,false_positive_0p010,Provision_PT_737E_Security_Camera,0.004035405230562632,0.076,0.004035405230562632,0.0023794396938173435,0.012740797213004081,0.924
2,false_positive_0p010,Provision_PT_838_Security_Camera,0.003454720383954872,0.118,0.003563754284891536,0.0026943505692708287,0.004713694182164228,0.882
2,false_positive_0p010,SimpleHome_XCS7_1002_WHT_Security_Camera,0.0023794396938173435,0.074,0.0029575946526810793,0.001974720351693796,0.007994178716696814,0.926
2,false_positive_0p010,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0007774278625536144,0.25,0.0010282855942978896,0.0005190713408839703,0.0017989581158167555,0.75
2,false_positive_0p010,Samsung_SNH_1011_N_Webcam,0.013142907562550378,0.088,0.012350989524223123,0.007994178716696814,0.015836549169952394,0.912
